,Tweet,positive_match,negative_match,sentiment
2196,municipal governments like halifaxs should be spending money on important services like recreation transit libraries and schools not private stadiums writes gail lethbridge ,"['like', 'important']",[],positive
2197, ships of the rcnavy hmcs fort william minesweeper commissioned at port arthur on august 25 1942 fort william arrived at halifax on september 24 with a good many defects and did not commence working up until mid october a month canadian navy ,['good'],['defects'],neutral
2198, taxi drivers in halifax do not have a union if you are referring to the association that is strictly voluntary they dont have collective bargaining rights covered by labour laws therefore there is no union this is more dog whistling mattwhitman,[],['strictly'],negative
2199, oldschoolsundays try time damian gibson 22nd march 1998 thrum hall farewell halifax blue sox 35 28 leeds rhinos can you name the player that scored the final try at the old stadium forwardtogether ,[],[],neutral
2200, oldschoolsundays try time warren wilson 8th march 1992 stones bitter championship wakefield trinity 14 19 halifax rl attendance 6 527 bell vue forwardtogether ,[],['bitter'],negative
2201,hello halifax after pendle weekend,[],[],neutral
2202,when robert eggers began shooting his breakthrough flick the witch in 2015 it was so weird he knew he d need a backup plan plan b proved to be the nova scotian shot flick the lighthouse read why it s every bit as odd as you d expect from the filmmaker ,['breakthrough'],"['weird', 'odd']",negative
2203,nova scotia government doubles down on gold mining public says nope halifax examiner waternotgold nope nspoli novascotia ,['gold'],[],positive
2204,wonderful achievement from my tremendous supporters trevor georgie and anthony stella a victory for the saint john seadogs over the propaganda halifax mooseheads their first outside of new brunswick since december 3 2017 great ,"['wonderful', 'achievement', 'victory', 'saint', 'great']",['propaganda'],positive
2205,all the best to teams on the final day of the halifax ultimate c4p tournament ,['best'],[],positive
2206,any mawlid events taking place across west yorkshire huddersfield halifax bradford or leeds im looking for something spiritually uplifting lots of qasaid religiously relevant and strictly no sectarianism ,['uplifting'],['strictly'],neutral
2207, is this a genuine letter ive never had any accounts with halifax so unsure why ive received this ,['genuine'],['unsure'],neutral
2208,schools decimated by cuts says education action group halifax courier ,[],[],neutral
2209,it s our last day at the forum be sure to stop by we re at booth 492 in the civic arena shoplocal madeincanada shoplocalhfx screenprinting apparel handprinted madeincanada halifax eastcoast christmasmarket shophandmade ,[],[],neutral
2210, halifax mattwhitman ,[],[],neutral
2211,gail lethbridge the air s seeping out of the halifax stadium ball sackthestadium,[],[],neutral
2212,8am halifax shearwater weather,[],[],neutral
2213, its interesting they call it building halifax when they are against building anything ,['interesting'],[],positive
2214, one of them just signed for halifax,[],[],neutral
2215,we have the following courses coming up at our centre in huddersfield 40 funding is also available for some of them call 01484 346500 to make a booking check eligibility esf skillsservice leeds bradford wakefield batley halifax brighouse training funding ,['available'],[],positive
2216,sun 08 00 temp 5 7 c humidity 90 press 101 2 kpa falling ,[],['falling'],negative
2217,municipal governments like halifaxs should be spending money on important services like recreation transit libraries and schools not private stadiums writes gail lethbridge ,"['like', 'important']",[],positive
2218,champions i just guided halifax to 1st place in the prem pro app ,[],[],neutral
2219, is one of 72 female mps who wrote an open letter declaring their solidarity with the duchess of sussex over distasteful stories about her yesterday meghan called the halifax mp to say how much she appreciated the gesture read more ,"['solidarity', 'appreciated']",['distasteful'],positive
2220,the changing face of north bridge ,[],[],neutral
2221,a matter of time researcher says changing clocks bad idea for already sleep deprived canadians the star ,[],"['bad', 'deprived']",negative
2222, i d easily fly from halifax to toronto for this event i m sure my new england friend would join me right ,['right'],[],positive
2223,the lantern halifax today thesundayclub presents nic svarc s blues rock funk quartet take to the downstairs bar playing jimi hendrix freddie king and muddy waters with jazz fusion excursions free entry 5pm start downstairs bar,['free'],['muddy'],neutral
2224,matt whitman does a complete flip flop on the halifax cfl stadium first he buys season tickets and promotes it now he is tweeting negativity on the stadium can t have it both ways how will cfl stadium supporters like ,['like'],['negativity'],neutral
2225,good morning halifax ,['good'],[],positive
2226,ever wonder how many people pass through the hiaa per year here s some halifax stanfield international airport stats release ,['wonder'],[],positive
2227,halifax art fest youth exhibit is this weekend drop by to behold amazing work by k 12 vcs artists news journal center art gallery 221 n beach street nov 2 gt 11am 5pm and nov 3 gt 10am 2 00pm ,"['amazing', 'work']",[],positive
2228,love halifax hate the people within halifax,['love'],['hate'],neutral
2229,province to spend 29 5m on new halifax infirmary parking garage lokol halifax,[],[],neutral
2230, new listing 27 quarry road halifax 6 unit 879 000 updated 6 unit located seconds from the armdale rotary in a wonderful community of single homes this building includes 1 bachelor and 5 2 bedroom units roof 2016 newer windows oil tank and furnace ,['wonderful'],['tank'],neutral
2231,good morning here is today s weather forecast ,['good'],[],positive
2232,today is fall convocation congratulations to all graduates on your hard work and determination if you would like to purchase a frame for your degree visit our booth in the mccain atrium after your ceremony watch convocation live here ,"['congratulations', 'work', 'like']","['fall', 'hard']",positive
2233,on language and power in relation to racism and anti racism theres an urgent need for racial literacy amp racial equity initiatives in cdnpse dismayed to see its okay to be white posters on the campus of the mount glad to see statement of ,['glad'],"['racism', 'urgent', 'dismayed']",negative
2234,official tufc tv jamie reid on today s 4 2 win over fc halifax town looking good jr tufc halvtor ,"['win', 'good']",[],positive
2235, halifaxnocturne available in bookstores now ,['available'],[],positive
2236,tt match verdict reports back on a sparkling performance by the gulls at the shay as the yellows keep marching on tufc coyy photo below courtesy of ,['sparkling'],[],positive
2237,good morning halifax coming up at 8am sundaycoffeehouse check it out at folk halifax canada snrtg ,['good'],[],positive
2238,official tufc tv jamie reid on today s 4 2 win over fc halifax town looking good jr tufc halvtor ,"['win', 'good']",[],positive
2239,massive congratulations jake gb debut another ovenden and halifax lad to make the top grade ,"['congratulations', 'top']",[],positive
2240,united served up another four midable performance at halifax yesterday in front of our magnificent travelling support happy sunday yellow army tufc ,"['magnificent', 'support', 'happy']",[],positive
2241,united served up another four midable performance at halifax yesterday in front of our magnificent travelling support happy sunday yellow army tufc ,"['magnificent', 'support', 'happy']",[],positive
2242,trump s zionist ball amp chain ry dawson uspoli cdnpoli ukpoli chicago newyork boston miami texas losangeles bernie biden warren tulsi quebec halifax toronto bcpoli ndp clp lgbtq blm usmc ,['trump'],[],positive
2243,ever wonder how many people pass through the hiaa per year here s some halifax stanfield international airport stats release ,['wonder'],[],positive
2244,ever wonder how many people pass through the hiaa per year here s some halifax stanfield international airport stats release ,['wonder'],[],positive
2245,a busy few days at the shelter for homings and reservations hadfield amberley lola and hamble and halifax have all found their new homes best wishes to them all and their new families hurrayforhomings caturday ,['best'],[],positive
2246,7 30am band of showers between halifax amp new glasgow amp heavy rain moving over parts cb spotty showers further w cb may see 10 20mm this am rain leaves cb this aftn quite a bit of sun elsewhere sunny mon atl coast ns best chance double digits showers late tues early wed ,['best'],['spotty'],neutral
2247,ever wonder how many people pass through the hiaa per year here s some halifax stanfield international airport stats release ,['wonder'],[],positive
2248, mon entrevue avec nathalie lagass concernant son nouveau roman contre vents et mares mon entretien avec lionel nol propos de son nouveau roman halifax express aux ditions alire raynald lecavalier parle de son roman policier le serment de nelin ,[],[],neutral
2249,a sport i like to play p much breaking your ankle trying to hit a set of stairs and then hobbling across halifax for four hours because you can t afford a cab,"['like', 'afford']",['breaking'],positive
2250, you didnt come to halifax im not happy ,['happy'],[],positive
2251,sunday means there is a recap on the blog ,[],[],neutral
2252,im so tired of halifax,[],['tired'],negative
2253,tt match verdict reports back on a sparkling performance by the gulls at the shay as the yellows keep marching on tufc coyy photo below courtesy of ,['sparkling'],[],positive
2254,municipal governments like halifax should be spending money on important services like recreation transit libraries and schools not private stadiums whitman2020 the air s seeping out of the halifax stadium ball ,"['like', 'important']",[],positive
2255,7 30am band of showers between halifax amp new glasgow amp heavy rain moving over parts cb spotty showers further w cb may see 10 20mm this am rain leaves cb this aftn quite a bit of sun elsewhere sunny mon atl coast ns best chance double digits showers late tues early wed ,['best'],['spotty'],neutral
2256,gail lethbridge the air s seeping out of the halifax stadium ball sackthestadium,[],[],neutral
2257,in halifax earlier this year i met a white woman whose preteen kid was obsessed with bts this tweet ignores the band s global tours album sales and multiple cover stories in time ew and billboard to seth age 47 general population means older white people ,[],[],neutral
2258,7 30am band of showers between halifax amp new glasgow amp heavy rain moving over parts cb spotty showers further w cb may see 10 20mm this am rain leaves cb this aftn quite a bit of sun elsewhere sunny mon atl coast ns best chance double digits showers late tues early wed ,['best'],['spotty'],neutral
2259, oldschoolsundays try time damian gibson 22nd march 1998 thrum hall farewell halifax blue sox 35 28 leeds rhinos can you name the player that scored the final try at the old stadium forwardtogether ,[],[],neutral
2260,in halifax earlier this year i met a white woman whose preteen kid was obsessed with bts this tweet ignores the band s global tours album sales and multiple cover stories in time ew and billboard to seth age 47 general population means older white people ,[],[],neutral
2261,hi stratfordonavon market goers weve moved to the other side of bridge street on sundays in front of halifax near marks and spencers not far from the wise old owls come and say hello xxx ,['wise'],[],positive
2262, atlseccon 2020 call for papers is now open infosec cybersecurity halifax novascotia canada callforpapers cfp,[],[],neutral
2263, absolutely agree had a nasty experience in halifax with a superhost supposedly horrible man and bad experience with airbnb couldnt save the situation ,[],"['nasty', 'horrible', 'bad']",negative
2264, 2 points to si ,[],[],neutral
2265, northdakota southcarolina southdakota westvirginia rhodeisland sanbernardino awesome different vancouver quebec alberta calgary ottawa edmonton manitoba winnipeg hamilton kitchener waterloo gatineau nunavut yukon fredericton halifax,['awesome'],[],positive
2266,quarterfinal action today in halifax ,[],[],neutral
2267, your not has thick has you look are you,[],[],neutral
2268,our ceo and won the 2019 courage award safety gala in halifax ,"['won', 'courage', 'award']",[],positive
2269,tt match verdict reports back on a sparkling performance by the gulls at the shay as the yellows keep marching on tufc coyy photo below courtesy of ,['sparkling'],[],positive
2270,i do not want to drive to halifax today nor do i want to be in halifax for a week ,[],[],neutral
2271,tt match verdict reports back on a sparkling performance by the gulls at the shay as the yellows keep marching on tufc coyy photo below courtesy of ,['sparkling'],[],positive
2272, correct on both,['correct'],[],positive
2273,remembering halifax drysalter william smith who died on this day 1860 aged 42 the gravestone also documents the death of his 4 year old granddaughter beatrice holden who died june 1890 whilst on a visit from the falls of schuykill philadelphia ,[],"['died', 'death', 'falls']",negative
2274,united served up another four midable performance at halifax yesterday in front of our magnificent travelling support happy sunday yellow army tufc ,"['magnificent', 'support', 'happy']",[],positive
2275,schooner consortium brought forward a proposal to build the halifax complex which will be anchored by a franchise they offered a number of options which include a cash payment of 15 20 tourism un friendly rental car tax amp a payment of 2million per year whitman2020 ,['friendly'],['complex'],neutral
2276,on a media tour across the country next week halifax ottawa toronto calgary regina ,[],[],neutral
2277,a matter of time researcher says changing clocks bad idea for already sleep deprived canadians the star ,[],"['bad', 'deprived']",negative
2278, yup halifax buy and sell sometimes have some second hand go pro s or similar but the quality of their goods is hit and miss,[],['miss'],negative
2279,municipal governments like halifax should be spending money on important services like recreation transit libraries and schools not private stadiums whitman2020 the air s seeping out of the halifax stadium ball ,"['like', 'important']",[],positive
2280,hello the train guard amp security guard on last night s 19 33 london kings x to halifax were both absolutely amazing in the face of a large group of very drunk loud amp aggressive passengers calm professional supportive amp more please can you pass on my thanks ,"['amazing', 'calm', 'supportive']","['drunk', 'loud', 'aggressive']",neutral
2281,clubs days montanas cookhouse on real life toys for halifax stanfield international gin amp uncreditable internet just earned the web as ,[],[],neutral
2282,good morning halifax coming up at 8am sundaycoffeehouse check it out at folk halifax canada snrtg ,['good'],[],positive
2283,we re back to standard time amp we re playing some timely tunes about time 8am halifax ,['timely'],[],positive
2284,hello i was forced to watch halifax town play at home yesterday ,[],[],neutral
2285, i m afraid you re misreading the public out there there s an election due forget chasing a little royal fame get your bags up to halifax north and sort your constituents out instead of a bleating royal who cannot even vote ,['fame'],"['afraid', 'misreading']",negative
2286, mynewfacouritephoto i m not fickle i promiseyou but there are so many joyousspecialphotos taken by talented people taking supberbtopphotographs and sharing of my numberonemostbeautifulbuilding in halifax steepedinhistory of the workingman from the1700s ,['talented'],['fickle'],neutral
2287, mynewfacouritephoto i m not fickle i promiseyou but there are so many joyousspecialphotos taken by talented people taking supberbtopphotographs and sharing of my numberonemostbeautifulbuilding in halifax steepedinhistory of the workingman from the1700s ,['talented'],['fickle'],neutral
2288,im so tired of halifax,[],['tired'],negative
2289,a matter of time researcher says changing clocks bad idea for already sleep deprived canadians the star ,[],"['bad', 'deprived']",negative
2290,sun 07 23 today showers ending this morning then clearing fog patches dissipating this morning amount 2 to 4 mm wind becoming west 20 km h this afternoon high 12 uv index 2 or low ,[],[],neutral
2291,united served up another four midable performance at halifax yesterday in front of our magnificent travelling support happy sunday yellow army tufc ,"['magnificent', 'support', 'happy']",[],positive
2292,home for the weekend in halifax halifax waterfront novascotia jipuktuk home fallweather halifaxport farmersmarket halifax harbour waterfront ,[],[],neutral
2293, i dont live in an urban area i mean i can travel to halifax but that would mean pulling my kid out of school tomorrow the school says if theyre treated they can go,[],[],neutral
2294,benson is sporting his new poppy thanks to the ahmadiyya muslim elders uk volunteers for supporting poppycampaign in halifax ,['supporting'],[],positive
2295, tarmac laying or those new parking things ,[],[],neutral
2296,excl i got a phonecall it was buckingham palace asking me was i available to speak to the duchess of sussex meghan duchess of sussex called this morning to say thank you it comes after the halifax mp sent her a cross party letter of solidarity from female mps ,"['available', 'thank', 'solidarity']",[],positive
2297, am i right in saying it would have been holroyd but seal scored in injury time,['right'],['injury'],neutral
2298,we re back at the seaport today 9 3 shoplocal madeincanada shoplocalhfx screenprinting apparel handprinted madeincanada halifax eastcoast hfxseaportmarket shophandmade ,[],[],neutral
2299, danny seal,[],[],neutral
2300,united served up another four midable performance at halifax yesterday in front of our magnificent travelling support happy sunday yellow army tufc ,"['magnificent', 'support', 'happy']",[],positive
2301,any takers glad to collaborate with any all to respond to the housing homeless needs in halifax please dm email ,['glad'],[],positive
2302, ah lol nice was with barclays but now with halifax and i haven t ever had any problems with them xd,['nice'],['problems'],neutral
2303,we have had a friend s toddler overnight and my daughter is looking after him they got up at 6 have been to the park played games watched tv daughter is now wailing that the day is so long with a baby revenge is sweet,['sweet'],['revenge'],neutral
2304,congratulations to all of tonights winners at the creative nova scotia awards a real pleasure to see recognized artists and organizations like halifaxs halifax ,"['congratulations', 'winners', 'creative', 'awards', 'pleasure', 'like']",[],positive
2305, danny seal,[],[],neutral
2306,7am halifax shearwater weather,[],[],neutral
2307,sun 07 00 temp 6 2 c humidity 86 press 101 2 kpa falling ,[],['falling'],negative
2308, scored by wilson made by ,[],[],neutral
2309,canadian gymnast ellie black recovering from ankle surgery cbc sports halifax native tore multiple ligaments at world gymnastics championships in october,[],[],neutral
2310,halifax hosted nurse practioner advanced practice nurse international conference please rt widely npapn2020 ,['advanced'],[],positive
2311, halifax ob ,[],[],neutral
2312, oldschoolsundays try time warren wilson 8th march 1992 stones bitter championship wakefield trinity 14 19 halifax rl attendance 6 527 bell vue forwardtogether ,[],['bitter'],negative
2313, oldschoolsundays try time damian gibson 22nd march 1998 thrum hall farewell halifax blue sox 35 28 leeds rhinos can you name the player that scored the final try at the old stadium forwardtogether ,[],[],neutral
2314, oldschoolsundays try time damian gibson 22nd march 1998 thrum hall farewell halifax blue sox 35 28 leeds rhinos can you name the player that scored the final try at the old stadium forwardtogether ,[],[],neutral
2315,headlines rescue one ceremony showcases modern capabilities for halifax search and rescue ,['modern'],[],positive
2316, macdonald bridge 6 08 a dartmouth bound light volumes halifax bound light volumes mackay bridge 6 00 a dartmouth bound light volumes halifax bound light volumes via hfxtraffic,[],[],neutral
2317,one way ticket out of halifax please,[],[],neutral
2318, oldschoolsundays try time warren wilson 8th march 1992 stones bitter championship wakefield trinity 14 19 halifax rl attendance 6 527 bell vue forwardtogether ,[],['bitter'],negative
2319,the road closures in halifax town centre are likely to remain in place until 2 3pm the roads affected are waterhouse street from the junction of crossley street to the junction of george s square silver street and crown street ,[],[],neutral
2320,30 nisan 2005 halifax cancun charter florida zerinden giderken pilot saa bakmamz syledi cape canaveraldan nasa roketinin frlatln havadan canl izledik ,[],[],neutral
2321,this canadian province is officially honoring lebanese heritage this month novascotia halifax lebanon diaspora ,['honoring'],[],positive
2322,the road closures in halifax town centre are likely to remain in place until 2 3pm the roads affected are waterhouse street from the junction of crossley street to the junction of george s square silver street and crown street ,[],[],neutral
2323,a busy few days at the shelter for homings and reservations hadfield amberley lola and hamble and halifax have all found their new homes best wishes to them all and their new families hurrayforhomings caturday ,['best'],[],positive
2324,nova scotia government doubles down on gold mining public says nope halifax examiner waternotgold nope nspoli novascotia ,['gold'],[],positive
2325, oldschoolsundays try time warren wilson 8th march 1992 stones bitter championship wakefield trinity 14 19 halifax rl attendance 6 527 bell vue forwardtogether ,[],['bitter'],negative
2326,the road closures in halifax town centre are likely to remain in place until 2 3pm the roads affected are waterhouse street from the junction of crossley street to the junction of george s square silver street and crown street ,[],[],neutral
2327,the road closures in halifax town centre are likely to remain in place until 2 3pm the roads affected are waterhouse street from the junction of crossley street to the junction of george s square silver street and crown street ,[],[],neutral
2328,one way ticket out of halifax please,[],[],neutral
2329,a busy few days at the shelter for homings and reservations hadfield amberley lola and hamble and halifax have all found their new homes best wishes to them all and their new families hurrayforhomings caturday ,['best'],[],positive
2330,the road closures in halifax town centre are likely to remain in place until 2 3pm the roads affected are waterhouse street from the junction of crossley street to the junction of george s square silver street and crown street ,[],[],neutral
2331,do we have any supporters in halifax don t miss baked goods at winter fayre weareallconnected refugeeswelcome ,[],['miss'],negative
2332,in halifax earlier this year i met a white woman whose preteen kid was obsessed with bts this tweet ignores the band s global tours album sales and multiple cover stories in time ew and billboard to seth age 47 general population means older white people ,[],[],neutral
2333,1917 de kanada da gerekleen halifax patlamas kesinlikle anlatld gibi olmad buna hi phem yok akas olay biraz bile incelesen hemen ok ilgin detaylar ipular kmaya balyor byle bir patlamadan kilometrelerce tede bir telegraf grevlisi nasl lebilir ki ,[],[],neutral
2334,united served up another four midable performance at halifax yesterday in front of our magnificent travelling support happy sunday yellow army tufc ,"['magnificent', 'support', 'happy']",[],positive
2335,i really really hope 5sos will come to halifax or pei next year ,[],[],neutral
2336, loved that green away shirt would love us to have another green kit one day ,"['loved', 'love']",[],positive
2337, oldschoolsundays try time warren wilson 8th march 1992 stones bitter championship wakefield trinity 14 19 halifax rl attendance 6 527 bell vue forwardtogether ,[],['bitter'],negative
2338,daily almanac for november 3 ,[],[],neutral
2339,hmcs preserver sits along the jetty at hmc dockyard on a foggy east coast morning in halifax 26 june 2011 rcnavy collection potd see ,[],[],neutral
2340,in halifax earlier this year i met a white woman whose preteen kid was obsessed with bts this tweet ignores the band s global tours album sales and multiple cover stories in time ew and billboard to seth age 47 general population means older white people ,[],[],neutral
2341,one way ticket out of halifax please,[],[],neutral
2342, we thought it was although no offense we thought halifax was the place to live even when i got traded to a team in the states bird and i kept a summer place in hali,[],[],neutral
2343,a special cake for a special day nafees bakers amp sweets stores nafeesbakers bradford keighley burnley blackburn bolton rochdale oldham dewsbury halifax leeds sheffield birmingham walsall derby nottingham luton stokeontrent coventry huddersfield bury ,[],[],neutral
2344, hey halifax we re excited to introduce you to what makes us appy like real time availability of parking bays and payments that won t have you rushing back to the pay amp display machine download the app now and find out how we re making parking forgettable for your town ,"['excited', 'like', 'won']",[],positive
2345, very good observation and this has been happening in every major city in north america and halifax is no exception the same way poor people are driven from old neighbourhoods yes they move in to your old neighbourhood disguised as nice developers fix old homes up you are out ,"['good', 'nice']",['poor'],positive
2346, i get the same shit in bfv people are going out of bounds to kill one guy i m like dude we know you are gud but nobody cares,['like'],"['shit', 'kill']",negative
2347,triumph magic power live in halifax via semba ,"['triumph', 'magic']",[],positive
2348,exceptionally still autumn duck on the halifax river ormond beach florida snapthesun stormhour ,['exceptionally'],[],positive
2349, you guys know how to spell and pronounce halifax ,[],[],neutral
2350,1917 de kanada da gerekleen halifax patlamas kesinlikle anlatld gibi olmad buna hi phem yok akas olay biraz bile incelesen hemen ok ilgin detaylar ipular kmaya balyor byle bir patlamadan kilometrelerce tede bir telegraf grevlisi nasl lebilir ki ,[],[],neutral
2351,1917 de kanada da gerekleen halifax patlamas kesinlikle anlatld gibi olmad buna hi phem yok akas olay biraz bile incelesen hemen ok ilgin detaylar ipular kmaya balyor byle bir patlamadan kilometrelerce tede bir telegraf grevlisi nasl lebilir ki ,[],[],neutral
2352,who wants to hang around and recreate luke s wampa cave scene well it s coming to halifax so it could be you this huge prop and lots more will be there for free photo ops ,"['well', 'free']","['hang', 'cave']",neutral
2353, used to love warren wilson was like a poor mans dave watson ,"['love', 'like']",['poor'],positive
2354,masterminded musician amp band its started so it will finish the amazing hackett team on their tour of britain get your tickets if any left today for halifax york liverpool where tonystimemachine amp allfm 96 9 fm will be there to enjoy ,"['amazing', 'enjoy']",[],positive
2355,united served up another four midable performance at halifax yesterday in front of our magnificent travelling support happy sunday yellow army tufc ,"['magnificent', 'support', 'happy']",[],positive
2356,united served up another four midable performance at halifax yesterday in front of our magnificent travelling support happy sunday yellow army tufc ,"['magnificent', 'support', 'happy']",[],positive
2357,masterminded musician amp band its started so it will finish the amazing hackett team on their tour of britain get your tickets if any left today for halifax york liverpool where tonystimemachine amp allfm 96 9 fm will be there to enjoy ,"['amazing', 'enjoy']",[],positive
2358,handyman service provides complete services in and around halifax and leeds and rotherham come to you and perform home repairs plumbing electrical work painting and more 07378606029 ,['work'],[],positive
2359,pre season training is now well underway and theres plenty to look forward to off the field 2020 home and away kit launch friendlies announced betfred championship 2020 fixtures 17th nov squadbuilder event at the shay recruitment forwardtogether ,['well'],[],positive
2360,the halifax arts podcast episode 009 november 2019 halifax calderdale film sorrywemissedyou monos thegoodliar aprivatewar 42ndstreet ,[],[],neutral
2361, hahahahahaha halifax,[],[],neutral
2362,we re launching our smart parking app for halifax next week you will have the option to use the free appy parking app to pay by card the app uses a sensor system amp only charges you for the minutes youve parked beyond the minimum stay more info ,"['smart', 'free']",[],positive
2363,a busy few days at the shelter for homings and reservations hadfield amberley lola and hamble and halifax have all found their new homes best wishes to them all and their new families hurrayforhomings caturday ,['best'],[],positive
2364,the halifax arts podcast episode 009 november 2019 halifax calderdale film sorrywemissedyou monos thegoodliar aprivatewar 42ndstreet ,[],[],neutral
2365,vous allez aimer les clients difficiles voire agressifs ,[],[],neutral
2366, hey i have a payment i need to dispute for some damaged goods i received i ve contacted the supplier but no reply is there a halifax email address i can contact to send over the evidence etc ,[],"['dispute', 'damaged']",negative
2367,1917 de kanada da gerekleen halifax patlamas kesinlikle anlatld gibi olmad buna hi phem yok akas olay biraz bile incelesen hemen ok ilgin detaylar ipular kmaya balyor byle bir patlamadan kilometrelerce tede bir telegraf grevlisi nasl lebilir ki ,[],[],neutral
2368,6am halifax shearwater weather,[],[],neutral
2369,municipal governments like halifaxs should be spending money on important services like recreation transit libraries and schools not private stadiums writes gail lethbridge ,"['like', 'important']",[],positive
2370,sun 06 00 temp 5 8 c humidity 86 press 101 3 kpa falling ,[],['falling'],negative
2371,some bus services diverted in halifax town centre due to incident at crownstreet wybus ,[],[],neutral
2372,1917 de kanada da gerekleen halifax patlamas kesinlikle anlatld gibi olmad buna hi phem yok akas olay biraz bile incelesen hemen ok ilgin detaylar ipular kmaya balyor byle bir patlamadan kilometrelerce tede bir telegraf grevlisi nasl lebilir ki ,[],[],neutral
2373,nova scotia government doubles down on gold mining public says nope halifax examiner waternotgold nope nspoli novascotia ,['gold'],[],positive
2374, oh my rly we have areas in nova scotia s capitol region halifax where students live in communities without cellular and internet if those are newsworthy and crucial services a 1 hour drive east of downtown world class halifax will snag you a great story of suffering telecom,['great'],"['snag', 'suffering']",negative
2375, calder valley your tacticalvote is labour why current tory seat where labour were close 2nd in previous elections lib dems amp green cannot win here ge2019 tacticalvoting caldervalley hebdenbridge halifax todmorden brighouse election toriesout,['win'],[],positive
2376,thank you my boss coming to halifax ,['thank'],[],positive
2377,the first sunday in a new month spend it setting achievable goals so you can get to where you want to be sundayplanning goalsetting sharonporterfitness personaltrainer goals letsgetthosegoals whereyouwanttobe halifax calderdale together ,['achievable'],[],positive
2378, kirkleesifw ,[],[],neutral
2379,some bus services diverted in halifax town centre due to incident at crownstreet wybus ,[],[],neutral
2380,employees numbers can follow them wherever they are working voip halifax ,[],[],neutral
2381,ho ho ho christmas is next month calgary edmonton vancouver victoria saskatoon regina winnipeg toronto montreal ottawa halifax canada business printing canadianbusiness canadian businesscard brochure ,[],[],neutral
2382,halifax england today ,[],[],neutral
2383, halifax the piece hall,[],[],neutral
2384,good morning halifax ,['good'],[],positive
2385,any mawlid events taking place across west yorkshire huddersfield halifax bradford or leeds im looking for something spiritually uplifting lots of qasaid religiously relevant and strictly no sectarianism ,['uplifting'],['strictly'],neutral
2386, hi i have some transactions on my halifax clarity card currently and then i ve just had to withdraw 20 unplanned i know this charges interest from the day so if i transfer over the money that i withdrew to my clarity will it stop the interest straight away ,['clarity'],[],positive
2387,a busy few days at the shelter for homings and reservations hadfield amberley lola and hamble and halifax have all found their new homes best wishes to them all and their new families hurrayforhomings caturday ,['best'],[],positive
2388, austin and preston were the best centre and wing we ever had so quick ,['best'],[],positive
2389,amazing 5 night new york and canada cruise only from 489pp includes 5 nights on the new sky princess interior cabin with 50 obc per stateroom included visit nyc halifax and st johns based on 2 sharing travel october 30th 2020 dublin 01 8173562 cork 021 2428935 ,['amazing'],[],positive
2390, well partly true if you call hitler a politician in 1940 tory mps wanted halifax as leader and to continue appeasement chamberlain however asked king to send for churchill ,['well'],[],positive
2391,this halloween i m a crazy cat lady what else is new greetings from halifax uk ,[],['crazy'],negative
2392,some bus services diverted in halifax town centre due to incident at crownstreet wybus ,[],[],neutral
2393,great day in halifax campaigning for the fabulous labourdoorstep ge2019 ,"['great', 'fabulous']",[],positive
2394,road closures in halifax town centre due to a police incident silver street crown street and waterhouse street ,[],[],neutral
2395, calder valley your tacticalvote is labour why current tory seat where labour were close 2nd in previous elections lib dems amp green cannot win here ge2019 tacticalvoting caldervalley hebdenbridge halifax todmorden brighouse election toriesout,['win'],[],positive
2396,united served up another four midable performance at halifax yesterday in front of our magnificent travelling support happy sunday yellow army tufc ,"['magnificent', 'support', 'happy']",[],positive
2397,a busy few days at the shelter for homings and reservations hadfield amberley lola and hamble and halifax have all found their new homes best wishes to them all and their new families hurrayforhomings caturday ,['best'],[],positive
2398,do we have any supporters in halifax don t miss baked goods at winter fayre weareallconnected refugeeswelcome ,[],['miss'],negative
2399, halifax canada 119google formshow la tg ,[],[],neutral
2400,united served up another four midable performance at halifax yesterday in front of our magnificent travelling support happy sunday yellow army tufc ,"['magnificent', 'support', 'happy']",[],positive
2401,united served up another four midable performance at halifax yesterday in front of our magnificent travelling support happy sunday yellow army tufc ,"['magnificent', 'support', 'happy']",[],positive
2402,united served up another four midable performance at halifax yesterday in front of our magnificent travelling support happy sunday yellow army tufc ,"['magnificent', 'support', 'happy']",[],positive
2403,road closures in halifax town centre due to a police incident silver street crown street and waterhouse street ,[],[],neutral
2404,5am halifax shearwater weather,[],[],neutral
2405,sun 05 00 temp 5 1 c wind ne 12 km h humidity 83 press 101 4 kpa falling ,[],['falling'],negative
2406, be good to actually visit the place i changed planes their in 2010 to and from halifax now get to hit the streets plus whale watching northern lights cruises ,['good'],[],positive
2407, 1st game after england last lost a rugby world cup final to south africa in 2007 was a 1 0 away win over york their first game after england s loss to the springboks in the 2019 final was also a win in yorkshire as the gulls beat fc halifax 4 2 tufc nonleague,['win'],"['lost', 'loss']",negative
2408,such a class day it was yesterday which went long in to the night as i went out around halifax regret it now though as im working this morning ,[],['regret'],negative
2409,good morning halifax ,['good'],[],positive
2410, congratulations i bring to you the most aggressive compensation plan in the industry life changing products that are changing lives world class leadership amp support and a done for you marketing system money makemoney time savemoney parade ,"['congratulations', 'support']",['aggressive'],positive
2411,don t miss our amazing international market 31 oct 3 nov the streets around halifax borough market will come to life with sights smells and tastes from around the world and unique gifts from talented craftspeople marketsmagic ,"['amazing', 'talented']","['miss', 'smells']",neutral
2412, autumn garden halifax sunday ,[],[],neutral
